+-------+----------------------+--------+
| Epoch |         bpd          |   lr   |
|   68  | 0.07292545913425211  | 0.0001 |
|   69  | 0.06924425167580174  | 0.0001 |
|   70  | 0.07304581433330497  | 0.0001 |
|   71  |  0.0766715138946494  | 0.0001 |
|   72  | 0.06932695516168255  | 0.0001 |
|   73  | 0.06903273913345925  | 0.0001 |
|   74  | 0.07084706578760931  | 0.0001 |
|   75  | 0.07244487117006354  | 0.0001 |
|   76  | 0.06933775350247344  | 0.0001 |
|   77  | 0.06727430367306488  | 0.0001 |
|   78  | 0.07079528415039794  | 0.0001 |
|   79  | 0.07066087343104899  | 0.0001 |
|   80  | 0.07177350741543181  | 0.0001 |
|   81  | 0.07141493750761634  | 0.0001 |
|   82  | 0.07335870937533574  | 0.0001 |
|   83  | 0.06975174470715327  | 0.0001 |
|   84  | 0.06351803304397896  | 0.0001 |
|   85  | 0.06920108908455666  | 0.0001 |
|   86  | 0.07262808952021273  | 0.0001 |
|   87  | 0.06888467542929193  | 0.0001 |
|   88  |  0.0758182747315054  | 0.0001 |
|   89  | 0.06941351008741822  | 0.0001 |
|   90  | 0.07077041043810649  | 0.0001 |
|   91  |  0.067250070608642   | 0.0001 |
|   92  | 0.06743104429277655  | 0.0001 |
|   93  | 0.06893254484828204  | 0.0001 |
|   94  |  0.0733964410036394  | 0.0001 |
|   95  |  0.0692967683689235  | 0.0001 |
|   96  | 0.07062178554191981  | 0.0001 |
|   97  | 0.06484339442359258  | 0.0001 |
|   98  | 0.06623671785609363  | 0.0001 |
|   99  | 0.07540681672422853  | 0.0001 |
|  100  | 0.07089982845195353  | 0.0001 |
|  101  | 0.06609033048152924  | 0.0001 |
|  102  | 0.06937863432789503  | 0.0001 |
|  103  |  0.0691146071847171  | 0.0001 |
|  104  |  0.0654921467377715  | 0.0001 |
|  105  | 0.07183434298797829  | 0.0001 |
|  106  | 0.06854642366301524  | 0.0001 |
|  107  |  0.0724083704184996  | 0.0001 |
|  108  | 0.07090504120473992  | 0.0001 |
|  109  | 0.06814733423190573  | 0.0001 |
|  110  | 0.07046181514655074  | 0.0001 |
|  111  | 0.07735410302060924  | 0.0001 |
|  112  | 0.07062949556602191  | 0.0001 |
|  113  | 0.06788568790644815  | 0.0001 |
|  114  | 0.07044346324385029  | 0.0001 |
|  115  | 0.06543288252329173  | 0.0001 |
|  116  | 0.06663674646860933  | 0.0001 |
|  117  | 0.06836285880983692  | 0.0001 |
|  118  | 0.06650873870678144  | 0.0001 |
|  119  | 0.06612627024519933  | 0.0001 |
|  120  | 0.06807699615824712  | 0.0001 |
|  121  | 0.06686187257403381  | 0.0001 |
|  122  | 0.06664305404849248  | 0.0001 |
|  123  | 0.06835473992236674  | 0.0001 |
|  124  | 0.07066598514171496  | 0.0001 |
|  125  | 0.06704182575826775  | 0.0001 |
|  126  | 0.06801005401839949  | 0.0001 |
|  127  | 0.06638339774249351  | 0.0001 |
|  128  | 0.06726069534069871  | 0.0001 |
|  129  | 0.07057694049730692  | 0.0001 |
|  130  | 0.06826301164006533  | 0.0001 |
|  131  | 0.06839545642676419  | 0.0001 |
|  132  | 0.06964241504056813  | 0.0001 |
|  133  | 0.06799945082158258  | 0.0001 |
|  134  | 0.07200715114196686  | 0.0001 |
|  135  | 0.06856994136963805  | 0.0001 |
|  136  | 0.06374111618489435  | 0.0001 |
|  137  |  0.0708001776509089  | 0.0001 |
|  138  | 0.06692554832321324  | 0.0001 |
|  139  | 0.06645873576810915  | 0.0001 |
|  140  |  0.0690472592433838  | 0.0001 |
|  141  | 0.06507180967967804  | 0.0001 |
|  142  | 0.07564753166412654  | 0.0001 |
|  143  | 0.06934315818425728  | 0.0001 |
|  144  | 0.06462061558276007  | 0.0001 |
|  145  |  0.0655140338899338  | 0.0001 |
|  146  | 0.06504341567011729  | 0.0001 |
|  147  |  0.0646916269643666  | 0.0001 |
|  148  | 0.06241940951918903  | 0.0001 |
|  149  | 0.06774579162058765  | 0.0001 |
|  150  | 0.06337859083528388  | 0.0001 |
|  151  | 0.07173433078274336  | 0.0001 |
|  152  |  0.0696431035048341  | 0.0001 |
|  153  | 0.06466180096342139  | 0.0001 |
|  154  | 0.06414098608983707  | 0.0001 |
|  155  | 0.07017289887960643  | 0.0001 |
|  156  |  0.0649370359231348  | 0.0001 |
|  157  | 0.06483743472458565  | 0.0001 |
|  158  | 0.06971846541313276  | 0.0001 |
|  159  | 0.06789497505516222  | 0.0001 |
|  160  | 0.06932519233390076  | 0.0001 |
|  161  | 0.07113903618022187  | 0.0001 |
|  162  |  0.0646281883834976  | 0.0001 |
|  163  | 0.06419864990939833  | 0.0001 |
|  164  |  0.0656309316113387  | 0.0001 |
|  165  | 0.06957947911873255  | 0.0001 |
|  166  | 0.06346973664548299  | 0.0001 |
|  167  |  0.0675818510863879  | 0.0001 |
|  168  | 0.06809264860332828  | 0.0001 |
|  169  | 0.06626136141688857  | 0.0001 |
|  170  | 0.06558738485591052  | 0.0001 |
|  171  | 0.06460730455917855  | 0.0001 |
|  172  | 0.06859583152483588  | 0.0001 |
|  173  | 0.06533472872760197  | 0.0001 |
|  174  | 0.06051268224438576  | 0.0001 |
|  175  | 0.06674556556629808  | 0.0001 |
|  176  |  0.0647700194728701  | 0.0001 |
|  177  | 0.06900427112840626  | 0.0001 |
|  178  | 0.06478749746329164  | 0.0001 |
|  179  | 0.06340646299801461  | 0.0001 |
|  180  | 0.06650257355546298  | 0.0001 |
|  181  | 0.06481354499924673  | 0.0001 |
|  182  | 0.06526917249780811  | 0.0001 |
|  183  | 0.06731081401852712  | 0.0001 |
|  184  | 0.06339469210129894  | 0.0001 |
|  185  | 0.06297515843012562  | 0.0001 |
|  186  | 0.05846245306199544  | 0.0001 |
|  187  | 0.06697664614001365  | 0.0001 |
|  188  | 0.06478274445215317  | 0.0001 |
|  189  | 0.06584962008342352  | 0.0001 |
|  190  | 0.061228026265967385 | 0.0001 |
|  191  | 0.06658973902055662  | 0.0001 |
|  192  | 0.06882681100539965  | 0.0001 |
|  193  | 0.06281546288973665  | 0.0001 |
|  194  | 0.060429002936572246 | 0.0001 |
|  195  | 0.06426810105777767  | 0.0001 |
|  196  | 0.06295214782226576  | 0.0001 |
|  197  | 0.059553060731659196 | 0.0001 |
|  198  | 0.06728888139741061  | 0.0001 |
|  199  |  0.0626167092625409  | 0.0001 |
|  200  | 0.06861114170249194  | 0.0001 |
|  201  | 0.06188419787851099  | 0.0001 |
|  202  | 0.06402381162529122  | 0.0001 |
|  203  | 0.05774833226244744  | 0.0001 |
|  204  | 0.06915451948569246  | 0.0001 |
|  205  | 0.06638806798074344  | 0.0001 |
|  206  | 0.06745423335735112  | 0.0001 |
|  207  |  0.062987599879095   | 0.0001 |
|  208  | 0.061895695808407376 | 0.0001 |
|  209  | 0.06498106558845468  | 0.0001 |
|  210  | 0.06544453456793746  | 0.0001 |
|  211  | 0.06915040048834396  | 0.0001 |
|  212  | 0.06019390649991493  | 0.0001 |
|  213  | 0.06921306900578002  | 0.0001 |
|  214  |  0.0656377057710739  | 0.0001 |
|  215  | 0.06405918983972236  | 0.0001 |
|  216  | 0.06331495047636228  | 0.0001 |
|  217  | 0.06479700828251773  | 0.0001 |
|  218  |  0.0641311772473871  | 0.0001 |
|  219  | 0.060887176798631065 | 0.0001 |
|  220  | 0.06490948765653454  | 0.0001 |
|  221  | 0.06254624116094146  | 0.0001 |
|  222  | 0.06134382339373027  | 0.0001 |
|  223  | 0.06618855291441696  | 0.0001 |
|  224  | 0.06194331476541415  | 0.0001 |
|  225  | 0.06302848192926956  | 0.0001 |
|  226  | 0.06228262859664551  | 0.0001 |
|  227  | 0.06455013666250935  | 0.0001 |
|  228  | 0.061089456285515875 | 0.0001 |
|  229  | 0.06322762512997405  | 0.0001 |
|  230  | 0.06355436452447552  | 0.0001 |
|  231  | 0.06500667088652311  | 0.0001 |
|  232  | 0.06267997908265624  | 0.0001 |
|  233  | 0.059647625337724816 | 0.0001 |
|  234  | 0.06283187764148189  | 0.0001 |
|  235  | 0.06367533378405114  | 0.0001 |
|  236  | 0.06896305737430103  | 0.0001 |
|  237  | 0.06047825938830637  | 0.0001 |
|  238  | 0.06330444633144222  | 0.0001 |
|  239  | 0.06144112277112595  | 0.0001 |
|  240  | 0.06443586425013738  | 0.0001 |
|  241  |  0.0657962416745212  | 0.0001 |
|  242  | 0.06120331003649594  | 0.0001 |
|  243  | 0.05984262081041728  | 0.0001 |
|  244  | 0.06347449766854717  | 0.0001 |
|  245  | 0.06666523034441961  | 0.0001 |
|  246  | 0.06637323055773565  | 0.0001 |
|  247  | 0.06541889671185246  | 0.0001 |
|  248  |  0.0667738211277413  | 0.0001 |
|  249  |  0.0655395896875695  | 0.0001 |
|  250  | 0.06146400309588811  | 0.0001 |
|  251  |  0.0633943403420383  | 0.0001 |
|  252  | 0.06083837707769381  | 0.0001 |
|  253  | 0.059310677729240834 | 0.0001 |
|  254  |  0.0633415357299047  | 0.0001 |
|  255  | 0.061779278598419606 | 0.0001 |
|  256  | 0.06309422421945285  | 0.0001 |
|  257  | 0.06403002816520326  | 0.0001 |
|  258  |  0.064756694721849   | 0.0001 |
|  259  | 0.06074897097806408  | 0.0001 |
|  260  |  0.0635062425512157  | 0.0001 |
|  261  | 0.06069284014097632  | 0.0001 |
|  262  | 0.06609637249414235  | 0.0001 |
|  263  | 0.06190261816325253  | 0.0001 |
|  264  | 0.06735036593593963  | 0.0001 |
|  265  | 0.062134897719099094 | 0.0001 |
|  266  | 0.06488736045278914  | 0.0001 |
+-------+----------------------+--------+
